#1:iterationCounter 	2:residualErr 	3:incrementalErr 	4:etaLineSearch
1	0.00838543	0.0837943	1
2	0.0024255	0.0338857	0.980488
3	4.88935e-05	0.003469	1
1	0.00568163	0.122415	1
2	0.00177442	0.0206191	0.983415
3	0.000104491	0.00384207	1
4	4.44319e-05	0.00107431	1
1	0.0119578	0.168552	0.951221
2	0.00153488	0.0349129	0.982439
3	7.48432e-05	0.00291103	1
1	0.0246156	0.215901	0.885856
2	0.00354126	0.0504333	0.961952
3	8.30552e-05	0.0048752	1
1	0.0279116	0.270383	0.835126
2	0.00199632	0.0621496	0.982439
3	4.38416e-05	0.00268772	1
1	0.031644	0.351413	0.809761
2	0.00393619	0.0845632	0.969757
3	7.09364e-05	0.00474154	1
1	0.0329137	0.481325	0.761957
2	0.00386218	0.114528	0.970732
3	3.51686e-05	0.00535308	1
1	0.0331216	0.742849	0.729763
2	0.00223635	0.170567	0.982439
3	4.10935e-05	0.00658055	1
1	0.0302294	1.5493	0.713178
2	0.00114444	0.38065	0.99122
3	2.41151e-05	0.0107262	1
1	0.0264963	3.98281	0.711227
2	0.00146105	1.21496	0.985366
3	2.88491e-05	0.0413179	1
1	0.0278669	1.18069	0.684886
2	0.00172469	0.244882	0.97561
3	3.19716e-05	0.00913557	1
1	0.0302492	0.663445	0.659521
2	0.000469013	0.128022	1
3	3.12403e-05	0.00402495	1
1	0.0347975	0.461113	0.660496
2	0.000455878	0.0895359	1
3	3.16868e-05	0.00288612	1
1	0.0409985	0.35377	0.661472
2	0.000527347	0.0697194	1
3	3.91395e-05	0.0025074	1
1	0.0509037	0.288574	0.651716
2	0.000571016	0.057419	1
3	4.00441e-05	0.00189018	1
1	0.0617223	0.244249	0.645862
2	0.000672326	0.04918	1
3	4.33544e-05	0.0015788	1
1	0.0712062	0.211585	0.642936
2	0.00058818	0.0432773	1
3	3.86987e-05	0.00137605	1
1	0.0792887	0.185879	0.644887
2	0.000562342	0.039116	1
3	4.13512e-05	0.00136646	1
1	0.085994	0.164394	0.656594
2	0.000594583	0.0359762	1
3	4.38139e-05	0.00127445	1
1	0.0893051	0.145632	0.669276
2	0.000606419	0.0340933	1
3	4.82913e-05	0.00113645	1
1	0.0885172	0.128519	0.685861
2	0.00059175	0.0325384	1
3	4.80846e-05	0.00106514	1
1	0.0840777	0.112247	0.706349
2	0.000572126	0.0307041	1
3	4.43483e-05	0.00100917	1
1	0.0782582	0.0965812	0.729763
2	0.000512916	0.0294207	1
3	4.28323e-05	0.000874258	1
1	0.0708029	0.0812268	0.763908
2	0.000539734	0.028346	1
3	4.4761e-05	0.000784401	1
1	0.057675	0.0658313	0.806834
2	0.000498848	0.0266524	1
3	4.93475e-05	0.000741882	1
1	0.0407366	0.0504929	0.860491
2	0.000474382	0.0246932	1
3	8.16124e-05	0.00104284	1
1	0.0234652	0.0355619	0.920002
2	0.000453662	0.022023	1
3	0.000114711	0.000911625	1
4	9.5155e-05	0.00140123	1
1	0.00864736	0.022173	0.970732
2	0.000488773	0.0177484	1
3	0.000165798	0.00148809	1
4	0.000179931	0.0017174	1
5	0.000134215	0.00227942	1
6	6.65252e-05	0.000946525	1
1	0.00238591	0.015645	1
2	0.00359311	0.0233002	0.996098
3	0.00114031	0.0162619	1
4	0.000466204	0.00783256	1
5	0.000258893	0.00728459	1
6	0.000119826	0.0023065	1
7	0.00012718	0.00268931	1
8	0.000103927	0.0015815	1
9	5.941e-05	0.00136564	1
1	0.0066072	0.0442519	1
2	0.00136314	0.0288874	1
3	0.000247831	0.0118862	1
4	0.000114663	0.00471082	1
5	5.50742e-05	0.00238931	1
1	0.00850151	0.0569212	1
2	0.000644343	0.0331032	1
3	9.80178e-05	0.00201834	1
1	0.0085951	0.0715204	1
2	0.000907054	0.0345296	0.995122
3	4.73983e-05	0.00156585	1
1	0.00614352	0.1051	1
2	0.00124145	0.022949	0.989269
3	3.93489e-05	0.00219673	1
1	0.00862083	0.151515	0.982439
2	0.00127057	0.0274586	0.985366
3	9.95685e-05	0.00380472	1
1	0.0177407	0.196498	0.921953
2	0.00381086	0.0446705	0.957074
3	0.000107294	0.00599995	1
4	4.01567e-05	0.0011506	1
1	0.026241	0.24677	0.844882
2	0.0019582	0.0541422	0.982439
3	5.18648e-05	0.00286846	1
1	0.0292563	0.316875	0.828297
2	0.00353606	0.0742602	0.970732
3	6.96585e-05	0.00450032	1
1	0.0341857	0.423585	0.78342
2	0.00310197	0.0973496	0.977562
3	4.13009e-05	0.00473143	1
1	0.0336439	0.616909	0.743421
2	0.00279497	0.138167	0.978537
3	3.50748e-05	0.00573113	1
1	0.0338868	1.09867	0.720982
2	0.00152516	0.247167	0.988293
3	2.69748e-05	0.00774322	1
1	0.027695	3.67636	0.716104
2	0.00087674	1.41433	0.992195
3	2.26545e-05	0.0433313	1
1	0.0277619	1.72179	0.702446
2	0.00223069	0.369276	0.971708
3	3.12892e-05	0.0128835	1
1	0.030409	0.81278	0.667325
2	0.000630054	0.156081	0.995122
3	2.92515e-05	0.00511732	1
1	0.0339451	0.530819	0.662447
2	0.000449383	0.101034	1
3	2.9703e-05	0.00311596	1
